codigo_documento;sequencial;descricao;codigo_subelemento;descricao_subelemento;valor_atual;arquivo_origem;data_extracao
158453264152022NE000073;1;ATENDER DESPESA COM DISCENTES QUE PARTICIPARÃO DA FEIRA DE ARTE E CULTURA CONFORME Oficio - Reitoria 359/2022 - DIREC/PROEX/RT/IFMS. DESPACHO 27/2022- COERI-PP. PROCESSO: 23347.010354.2022-61;01;BOLSAS DE ESTUDO NO PAIS;1.200,00;itens_PP_158453264152022NE000073.json;2026-03-25 03:21:53
158453264152022NE000074;1;ATENDER DESPESA COM AUXÍLIO PESSOA FÍSICA À PROFESSORA MARIANA ARNDT DE SOUZA REFERENTE AO FESTIVAL DE ARTE E CULTURA CONFORME Oficio - Reitoria 359/2022 - DIREC/PROEX/RT/IFMS. DESPACHO 27/2022- COERI-PP. PROCESSO: 23347.010354.2022-61.;01;AUXILIO A PESSOAS FISICAS;0,00;itens_PP_158453264152022NE000074.json;2026-03-25 03:26:55
158453264152022NE000075;1;ATENDER DESPESA COM APOIO AOS COORDENADORES DE PROJETOS REFERENTE AO EDITAL 029/2022- CAMPUS PONTA PORÃ CONFORME OFÍCIO Nº 26/2022/COPEI/PP/IFMS. PROCESSO: 23347.011952.2022-57 - LIGIA MARIA MARASCHI DA SILVA PILETTI.;01;AUXILIO A PESSOAS FISICAS;1.200,00;itens_PP_158453264152022NE000075.json;2026-03-25 03:33:10
158453264152022NE000076;1;ATENDER DESPESA COM APOIO AOS COORDENADORES DE PROJETOS REFERENTE AO EDITAL 029/2022- CAMPUS PONTA PORÃ CONFORME OFÍCIO Nº 26/2022/COPEI/PP/IFMS. PROCESSO: 23347.011952.2022-57 - ANTONIO LUIZ VIEGAS NETO;01;AUXILIO A PESSOAS FISICAS;1.200,00;itens_PP_158453264152022NE000076.json;2026-03-25 03:26:37
158453264152022NE000077;1;ATENDER DESPESA COM APOIO AOS COORDENADORES DE PROJETOS REFERENTE AO EDITAL 029/2022- CAMPUS PONTA PORÃ CONFORME OFÍCIO Nº 26/2022/COPEI/PP/IFMS. PROCESSO: 23347.011952.2022-57 - IZIDRO DOS SANTOS DE LIMA JUNIOR;01;AUXILIO A PESSOAS FISICAS;600,00;itens_PP_158453264152022NE000077.json;2026-03-25 03:21:57
158453264152022NE000078;1;ATENDER DESPESA COM APOIO AOS COORDENADORES DE PROJETOS REFERENTE AO EDITAL 029/2022- CAMPUS PONTA PORÃ CONFORME OFÍCIO Nº 26/2022/COPEI/PP/IFMS. PROCESSO: 23347.011952.2022-57 - JOAO JOSE DA SILVA NETO;01;AUXILIO A PESSOAS FISICAS;600,00;itens_PP_158453264152022NE000078.json;2026-03-25 03:21:48
158453264152022NE000079;1;ATENDER DESPESA COM APOIO AOS COORDENADORES DE PROJETOS REFERENTE AO EDITAL 029/2022- CAMPUS PONTA PORÃ CONFORME OFÍCIO Nº 26/2022/COPEI/PP/IFMS. PROCESSO: 23347.011952.2022-57 - ANDRE FELIPE QUEIROZ;01;AUXILIO A PESSOAS FISICAS;600,00;itens_PP_158453264152022NE000079.json;2026-03-25 03:22:35
158453264152022NE000080;1;ATENDER DESPESA COM AUXÍLIO ESTUDANTIL EDITAL Nº 067/2021 PROPI IFMAKER - CAMPUS PONTA PORÃ. PROCESSO:23347.010800.2021-56. ESTUDANTE MARIANA CAMPAGNOLI . OFÍCIO 27/2022 COPEI-PP. (12/14);01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_PP_158453264152022NE000080.json;2026-03-25 03:26:42
158453264152022NE000080;2;ATENDER DESPESA COM AUXÍLIO ESTUDANTIL EDITAL Nº 067/2021 PROPI IFMAKER - CAMPUS PONTA PORÃ. PROCESSO:23347.010800.2021-56. ESTUDANTE MARIANA SOUZA CACERES . OFÍCIO 33/2022 COPEI-PP. (13 E 14/14);01;BOLSAS DE ESTUDO NO PAIS;800,00;itens_PP_158453264152022NE000080.json;2026-03-25 03:26:42
158453264152022NE000081;2;ENCARGOS FINANCEIROS INCIDENTES SOBRE FATURA DE CARTÃO DE PAGAMENTOS DO GOVERNO FEDERAL- MODALIDADE SUPRIMENTO DE FUNDOS, MÊS DE OUTUBRO/2022, PELO ATRASO NO ENVIO DA FATURA PARA PAGAMENTOS. PROC: 23347.007790.2022-52.;39;ENCARGOS FINANCEIROS INDEDUTIVEIS;0,00;itens_PP_158453264152022NE000081.json;2026-03-25 03:33:01
158453264152022NE000081;1;MULTAS E JUROS INCIDENTES SOBRE FATURA DE CARTÃO DE PAGAMENTOS DO GOVERNO FEDERAL- MODALIDADE SUPRIMENTO DE FUNDOS, MÊS DE OUTUBRO/2022, PELO ATRASO NO ENVIO DA FATURA PARA PAGAMENTOS. PROC: 23347.007790.2022-52.;37;JUROS E MULTA DE MORA;0,00;itens_PP_158453264152022NE000081.json;2026-03-25 03:33:01
158453264152022NE000082;2;ENCARGOS FINANCEIROS INCIDENTES SOBRE FATURA DE CARTÃO DE PAGAMENTOS DO GOVERNO FEDERAL- MODALIDADE SUPRIMENTO DE FUNDOS, MÊS DE OUTUBRO/2022, PELO ATRASO NO ENVIO DA FATURA PARA PAGAMENTOS. PROC: 23347.007790.2022-52.;39;ENCARGOS FINANCEIROS INDEDUTIVEIS;0,19;itens_PP_158453264152022NE000082.json;2026-03-25 03:29:22
158453264152022NE000082;1;MULTAS E JUROS INCIDENTES SOBRE FATURA DE CARTÃO DE PAGAMENTOS DO GOVERNO FEDERAL- MODALIDADE SUPRIMENTO DE FUNDOS, MÊS DE OUTUBRO/2022, PELO ATRASO NO ENVIO DA FATURA PARA PAGAMENTOS. PROC: 23347.007790.2022-52.;37;JUROS E MULTA DE MORA;0,36;itens_PP_158453264152022NE000082.json;2026-03-25 03:29:22
158453264152022NE000083;1;ATENDER DESPESA COM AUXÍLIO PESSOA FÍSICA À PROFESSORA MARIANA ARNDT DE SOUZA REFERENTE AO FESTIVAL DE ARTE E CULTURA CONFORME Oficio - Reitoria 359/2022 - DIREC/PROEX/RT/IFMS. DESPACHO 27/2022- COERI-PP. PROCESSO: 23347.010354.2022-61.;01;AUXILIO A PESSOAS FISICAS;7.000,00;itens_PP_158453264152022NE000083.json;2026-03-25 03:22:39
158453264152022NE000084;1;ATENDER DESPESA COM ESTUDANTES QUE PARTICIPARÃO DO SEMIC- 2022 (Seminário de Iniciação Científica e Tecnológica do IFMS). OFÍCIO 32/2022 COPEI-PP. PROCESSO 23347.012367.2022-74.;01;BOLSAS DE ESTUDO NO PAIS;4.560,00;itens_PP_158453264152022NE000084.json;2026-03-25 03:21:30
158453264152022NE000085;1;ATENDER DESPESA COM  AUXÍLIO A ESTUDANTES QUE VÃO AOS JOGOS DO IFMS ETAPA NACIONAL  CONFORME OFÍCIO 414/2022 DIREC/PROEX, DESPACHO 29/2022 COERI-PP PROCESSO: 23347.013190.2022-23;01;BOLSAS DE ESTUDO NO PAIS;2.760,00;itens_PP_158453264152022NE000085.json;2026-03-25 03:22:02
158453264152022NE000086;1;Item compra: 00009 - SERVIÇO ESPECIALIZADO DE LIMPEZA;02;LIMPEZA E CONSERVACAO;179.541,21;itens_PP_158453264152022NE000086.json;2026-03-25 03:42:11
158453264152022NE000087;1;ATENDER DESPESA COM EDITAL  n° 038/2022 - IFMS/PROEN - AUXÍLIO TRABALHO DE CONCLUSÃO DE CURSO  (TCC)- CAMPUS PONTA PORÃ CONFORME. OFÍCIO 96/2022 DIREN-PP  PROCESSO 23347.007533.2022-11.;01;BOLSAS DE ESTUDO NO PAIS;150,00;itens_PP_158453264152022NE000087.json;2026-03-25 03:27:00
158453264152022NE000088;1;ATENDER DESPESA COM  DE AUXÍLIO  REFERENTE APOIO A EVENTOS DE EXTENSÃO CONFORME EDITAL 047/2022- PROEX  AOS ESTUDANTES DO CAMPUS PONTA PORÃ.  OFÍCIO  Reitoria 422/2022 - DIREC/PROEX/RT/IFMS-  DESPACHO 30/2022 - COERI-PP. PROCESSO: 23347.013380.2022-4. CONFORME INFORMADO O ESTUDANTE Allan Luan de Oliveira Bezerra	 NÃO FAZ PARTE DO CAMPUS PONTA PORÃ.;01;BOLSAS DE ESTUDO NO PAIS;5.400,00;itens_PP_158453264152022NE000088.json;2026-03-25 03:27:04
158453264152022NE000089;1;ATENDER DESPESA COM RESSARCIMENTO DE PASSAGEM TERRESTRE PARA O SERVIDOR PAULO LUIZ MIRANDA TAVARES REFERENTE A COMPRA DE PASSAGEM PARA PARTICIPAÇÃO DO BIBLIOTECÁRIO DO CAMPUS PONTA PORÃ NO WORKSHOP DAS BIBLIOTECAS DO IFMS 2022 EM CAMPO GRANDE CONFORME PROCESSO: 23347.013469.2022-15;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;246,83;itens_PP_158453264152022NE000089.json;2026-03-25 03:35:28
158453264152022NE000090;1;ATENDER DESPESA COM AUXÍLIO TCC A ESTUDANTES DO CAMPUS PONTA PORÃ APROVADOS NO EDITAL 033/2022 - PROPI. Oficio - Reitoria 1/2022 - PP-COEDO/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROCESSO: 23347.008169.2022-14;01;BOLSAS DE ESTUDO NO PAIS;1.200,00;itens_PP_158453264152022NE000090.json;2026-03-25 03:36:37
158453264152022NE000091;1;Item compra: 00001 - 01 (um) colaborador de serviço gerais 44 (quarenta e quatro) horas semanais qualificado para a execução do serviço Limpeza e assepsia das instalações da ETE para evitar odores, descarte correto dos materiais e, transporte adequado. (Com fornecimento de ferramentas, EPI, EPC, materiais e maquinários necessáriospara a realização dos serviços e pleno funcionamento da ETE).;02;LIMPEZA E CONSERVACAO;4.083,33;itens_PP_158453264152022NE000091.json;2026-03-25 03:40:20
158453264152022NE000092;1;Item compra: 00002 - Reposição de peças, manutenção preditiva, preventiva e corretiva (sob demanda). Item com valor fixo, definido pelo IFMS. NÃO DEVE SER ALTERADO PELO LICITANTE/CONTRATANTE na fase de lances (propostas). Constará do futuro contrato.;24;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;1,00;itens_PP_158453264152022NE000092.json;2026-03-25 03:40:24
158453264152022NE000093;1;Item compra: 00003 - Entrega de laudo de qualidade do tratamento dos efluentes (semestralmente) duas vezes ao ano (acompanhado do relatório do plano de automonitoramento e da respectiva documentação de responsabilidade técnica - ART). Sendo obrigação da contratada manter a eficiência do sistema por meio de tratamentos adequados, aferindo por meio análises laboratoriais de amostras, que deverão ser coletadasmensalmente, na entrada e saída do sistema, contemplando os seguintes parâmetros: vazão, temperatura do ar e da água, pH, DBO5,20, DQO, óleos e Graxas, Fósforo Total, Nitrogênio Amoniacal Total, Cloreto, Só1idos Su;05;SERVICOS TECNICOS PROFISSIONAIS;5.807,50;itens_PP_158453264152022NE000093.json;2026-03-25 03:42:03
158453264152022NE000094;1;ATENDER DESPESA COM AUXÍLIO A PESSOA FÍSICA PARA  PAGAMENTO DO AUXÍLIO FINANCEIRO DO EDITAL 077/2022 QUE TRATA DA SELEÇÃO DE PROPOSTAS DE ATIVIDADES DE EXTENSÃO PARA O APOIO À CULTURA CORPORAL DE MOVIMENTO DO CAMPUS PONTA PORÃ DO IFMS Oficio - Reitoria 45/2022 - COTEX/DIREX/DIREC/PROEX/RT/IFMS, DESPACHO 34/2022- COERI-PP. PROCESSO: 23347.013962.2022-27;01;AUXILIO A PESSOAS FISICAS;6.000,00;itens_PP_158453264152022NE000094.json;2026-03-25 03:39:40
158453264152023NE000001;1;TAXA DE LICENÇA DE OPERAÇÃO À PREFEITURA MUNICIPAL DE PONTA PORÃ, ANOS 2022 A 2024. DESPESA DE ANOS ANTERIORES- DEA, CONF PROC: 23347.000319.2023-14.;47;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;3.074,52;itens_PP_158453264152023NE000001.json;2026-03-25 03:51:01
158453264152023NE000002;1;BOLSA ESTUDANTIL EDITAL 031/2022- MENINAS E MULHERES NA CIÊNCIA, À ESTUDANTE CONTEMPLADA NO CAMPUS PONTA PORÃ, PARCELAS 6 /12, JANEIRO/2023, CONF OFÍCIO 01/2023-COPEI-PP. PROC: 23347.009680.2022-25.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_PP_158453264152023NE000002.json;2026-03-25 03:45:17
158453264152023NE000003;1;BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL 029/2022, PARCELA 05/12, CONF OFÍCIO Nº 02/2023/COPEI/PP/IFMS, PROC: 23347.011467.2022-83.;01;BOLSAS DE ESTUDO NO PAIS;800,00;itens_PP_158453264152023NE000003.json;2026-03-25 03:55:54
158453264152023NE000004;1;BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL 029/2022, PARCELA 05/12, CONF OFÍCIO Nº 02/2023/COPEI/PP/IFMS, PROC: 23347.011467.2022-83.;01;BOLSAS DE ESTUDO NO PAIS;2.400,00;itens_PP_158453264152023NE000004.json;2026-03-25 03:59:14
158453264152023NE000005;1;Item compra: 00005 - MANUTENÇÃO / REFORMA PREDIAL;01;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;911,80;itens_PP_158453264152023NE000005.json;2026-03-25 03:54:17
158453264152023NE000005;3;Item compra: 00007 - PRESTAÇÃO DE SERVIÇO DE JARDINAGEM - CANTEIROS ORNAMENTAIS -OUTRAS NECESSIDADES - OUTRA PRODUTIVIDADE;04;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;2.872,58;itens_PP_158453264152023NE000005.json;2026-03-25 03:54:17
158453264152023NE000005;2;Item compra: 00006 - PRESTAÇÃO DE SERVIÇOS DE COPEIRAGEM;05;SERVICOS DE COPA E COZINHA;1.557,68;itens_PP_158453264152023NE000005.json;2026-03-25 03:54:17
158453264152023NE000006;1;Item compra: 00001 - FORNECIMENTO DE ÁGUA CANALIZADA;44;SERVICOS DE AGUA E ESGOTO;26.031,41;itens_PP_158453264152023NE000006.json;2026-03-25 04:02:55
158453264152023NE000007;1;ATENDER CONCESSÃO DE AUXÍLIO FINANCEIRO DO PROGRAMA PERMANENTE DE ACOMPANHAMENTO E AVALIAÇÃO DA PÓS-GRADUAÇÃO- PAPG, À COORDENADORA DA PÓS GRADUAÇÃO DO CAMPUS PONTA PORÃ, EDITAL 059/2022, MÊS DE JANEIRO/2023, CONF OFÍCIO 05/2023-PP-DIREN,  PROC: 23347.011306.2022-90.;01;AUXILIO A PESSOAS FISICAS;4.278,00;itens_PP_158453264152023NE000007.json;2026-03-25 03:50:04
158453264152023NE000008;1;Item compra: 00001 - Serviço;96;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;500,00;itens_PP_158453264152023NE000008.json;2026-03-25 03:42:17
158453264152023NE000009;1;Item compra: 00002 - Material;96;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;575,66;itens_PP_158453264152023NE000009.json;2026-03-25 03:47:35
158453264152023NE000010;1;Item compra: 00001 - COLETA , TRATAMENTO - ESGOTO SANITÁRIO;02;LIMPEZA E CONSERVACAO;39.999,96;itens_PP_158453264152023NE000010.json;2026-03-25 04:00:54
158453264152023NE000010;2;Item compra: 00003 - COLETA , TRATAMENTO - ESGOTO SANITÁRIO;02;LIMPEZA E CONSERVACAO;69.690,00;itens_PP_158453264152023NE000010.json;2026-03-25 04:00:54
158453264152023NE000011;1;Item compra: 00001 - ENERGIA ELÉTRICA - FORNECIMENTO;43;SERVICOS DE ENERGIA ELETRICA;292.180,26;itens_PP_158453264152023NE000011.json;2026-03-25 04:00:41
158453264152023NE000012;5;ATENDER CONCESSÃO DE BOLSA ESTUDANTIL REF EDITAL 019/2022-PROEX/IFMS, PARCELA MAIO/2023, CONF OFICIO- REITORIA 113/2023- COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 13/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.008688.2022-74.;01;BOLSAS DE ESTUDO NO PAIS;1.000,00;itens_PP_158453264152023NE000012.json;2026-03-25 03:47:39
158453264152023NE000012;1;ATENDER CONCESSÃO DE BOLSA ESTUDANTIL REF EDITAL 019/2022-PROEX/IFMS, PARCELA JANEIRO/2023, CONF OFICIO- REITORIA 9/2023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 1/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.008688.2022-74.;01;BOLSAS DE ESTUDO NO PAIS;1.600,00;itens_PP_158453264152023NE000012.json;2026-03-25 03:47:39
158453264152023NE000012;4;ATENDER CONCESSÃO DE BOLSA ESTUDANTIL REF EDITAL 019/2022-PROEX/IFMS, PARCELA ABRIL/2023, CONF OFICIO- REITORIA 832023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 09/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.008688.2022-74.;01;BOLSAS DE ESTUDO NO PAIS;1.000,00;itens_PP_158453264152023NE000012.json;2026-03-25 03:47:39
158453264152023NE000012;6;ATENDER CONCESSÃO DE BOLSA ESTUDANTIL REF EDITAL 019/2022-PROEX/IFMS, PARCELA JUNHO/2023, CONF OFICIO- REITORIA 127/2023- COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 17/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.008688.2022-74.;01;BOLSAS DE ESTUDO NO PAIS;1.000,00;itens_PP_158453264152023NE000012.json;2026-03-25 03:47:39
158453264152023NE000012;2;ATENDER CONCESSÃO DE BOLSA ESTUDANTIL REF EDITAL 019/2022-PROEX/IFMS, PARCELA JANEIRO/2023, CONF OFICIO- REITORIA 9/2023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 1/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.008688.2022-74.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_PP_158453264152023NE000012.json;2026-03-25 03:47:39
158453264152023NE000012;3;ATENDER CONCESSÃO DE BOLSA ESTUDANTIL REF EDITAL 019/2022-PROEX/IFMS, PARCELA MARÇO/2023, CONF OFICIO- REITORIA 9/2023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 6/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.008688.2022-74.;01;BOLSAS DE ESTUDO NO PAIS;1.000,00;itens_PP_158453264152023NE000012.json;2026-03-25 03:47:39
158453264152023NE000013;4;REFORÇO DE DIÁRIAS AOS SERVIDORES DO IFMS CAMPUS PONTA PORÃ, EXERCÍCIO 2023, CONF OFÍCIO PONTA PORÃ 7/2023 - PP-DIRAD/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.001033.2023-56. REFERENTE AO SEGUNDO SEMESTRE DE 2023.;14;DIARIAS NO PAIS;6.000,00;itens_PP_158453264152023NE000013.json;2026-03-25 03:48:17
158453264152023NE000013;3;REFORÇO DE DIÁRIAS AOS SERVIDORES E COLABORADORES DO IFMS CAMPUS PONTA PORÃ, EXERCÍCIO 2023, CONF OFÍCIO PONTA PORÃ 7/2023 - PP-DIRAD/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.001033.2023-56. REFERENTE AO SEGUNDO SEMESTRE DE 2023.;14;DIARIAS NO PAIS;5.000,00;itens_PP_158453264152023NE000013.json;2026-03-25 03:48:17
158453264152023NE000013;2;REFORÇO DE DIÁRIAS AOS SERVIDORES E COLABORADORES DO IFMS CAMPUS PONTA PORÃ, EXERCÍCIO 2023, CONF OFÍCIO PONTA PORÃ 7/2023 - PP-DIRAD/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.001033.2023-56.;14;DIARIAS NO PAIS;8.000,00;itens_PP_158453264152023NE000013.json;2026-03-25 03:48:17
158453264152023NE000013;1;DIÁRIAS AOS SERVIDORES E COLABORADORES DO IFMS CAMPUS PONTA PORÃ, EXERCÍCIO 2023, CONF OFÍCIO PONTA PORÃ 7/2023 - PP-DIRAD/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.001033.2023-56.;14;DIARIAS NO PAIS;8.000,00;itens_PP_158453264152023NE000013.json;2026-03-25 03:48:17
158453264152023NE000013;5;REFORÇO DE DIÁRIAS AOS SERVIDORES DO IFMS CAMPUS PONTA PORÃ, EXERCÍCIO 2023, CONF OFÍCIO PONTA PORÃ 7/2023 - PP-DIRAD/PP-DIRGE/PP-IFMS/IFMS. PROC: 23347.001033.2023-56. REFERENTE AO SEGUNDO SEMESTRE DE 2023.;14;DIARIAS NO PAIS;128,67;itens_PP_158453264152023NE000013.json;2026-03-25 03:48:17
158453264152023NE000014;1;AUXÍLIO ESTUDANTIL PARA APOIO A ATIVIDADES DE EXTENSÃO CONFORME EDITAL 010/2022-PROEX/IFMS, AOS ESTUDANTES DO CAMPUS PONTA PORÃ, JANEIRO/2023, CONFORME OFÍCIO- REITORIA 26/2023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 2/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROCESSO 23347.006179.2022-15.;01;BOLSAS DE ESTUDO NO PAIS;2.400,00;itens_PP_158453264152023NE000014.json;2026-03-25 03:54:31
158453264152023NE000014;5;AUXÍLIO ESTUDANTIL PARA APOIO A ATIVIDADES DE EXTENSÃO CONFORME EDITAL 010/2022-PROEX/IFMS, AOS ESTUDANTES DO CAMPUS PONTA PORÃ, MAIO/2023, CONFORME OFÍCIO- REITORIA 116/2023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 14/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROCESSO 23347.006179.2022-15.;01;BOLSAS DE ESTUDO NO PAIS;1.000,00;itens_PP_158453264152023NE000014.json;2026-03-25 03:54:31
158453264152023NE000014;3;AUXÍLIO ESTUDANTIL PARA APOIO A ATIVIDADES DE EXTENSÃO CONFORME EDITAL 010/2022-PROEX/IFMS, AOS ESTUDANTES DO CAMPUS PONTA PORÃ, MARÇO/2023, CONFORME OFÍCIO- REITORIA 66/2023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 7/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROCESSO 23347.006179.2022-15.;01;BOLSAS DE ESTUDO NO PAIS;2.800,00;itens_PP_158453264152023NE000014.json;2026-03-25 03:54:31
158453264152023NE000014;4;AUXÍLIO ESTUDANTIL PARA APOIO A ATIVIDADES DE EXTENSÃO CONFORME EDITAL 010/2022-PROEX/IFMS, AOS ESTUDANTES DO CAMPUS PONTA PORÃ, ABRIL/2023, CONFORME OFÍCIO- REITORIA 91/2023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 10/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROCESSO 23347.006179.2022-15.;01;BOLSAS DE ESTUDO NO PAIS;1.000,00;itens_PP_158453264152023NE000014.json;2026-03-25 03:54:31
158453264152023NE000014;6;AUXÍLIO ESTUDANTIL PARA APOIO A ATIVIDADES DE EXTENSÃO CONFORME EDITAL 010/2022-PROEX/IFMS, AOS ESTUDANTES DO CAMPUS PONTA PORÃ, JUNHO/2023, CONFORME OFÍCIO- REITORIA 129/2023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 19/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROCESSO 23347.006179.2022-15.;01;BOLSAS DE ESTUDO NO PAIS;1.000,00;itens_PP_158453264152023NE000014.json;2026-03-25 03:54:31
158453264152023NE000014;2;AUXÍLIO ESTUDANTIL PARA APOIO A ATIVIDADES DE EXTENSÃO CONFORME EDITAL 010/2022-PROEX/IFMS, AOS ESTUDANTES DO CAMPUS PONTA PORÃ, JANEIRO/2023, CONFORME OFÍCIO- REITORIA 26/2023 - COTEX/DIREX/DIREC/PROEX/RT/IFMS E DESPACHO 2/2023 - PP-COERI/PP-DIREN/PP-DIRGE/PP-IFMS/IFMS. PROCESSO 23347.006179.2022-15.;01;BOLSAS DE ESTUDO NO PAIS;4.000,00;itens_PP_158453264152023NE000014.json;2026-03-25 03:54:31
158453264152023NE000015;1;ATENDER DESPESA COM TAXA DE ALVARÁ DE FUNCIONAMENTO DO IFMS CAMPUS PONTA PORÃ REFERENTE AO EXERCÍCIO DE 2023 .PROCESSO: 23347.001170.2023-91;10;TAXAS;1.604,80;itens_PP_158453264152023NE000015.json;2026-03-25 03:49:22
158453264152023NE000016;1;Item compra: 00009 - SERVIÇO ESPECIALIZADO DE LIMPEZA;78;LIMPEZA E CONSERVACAO;472.502,04;itens_PP_158453264152023NE000016.json;2026-03-25 04:00:37
158453264152023NE000017;4;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL 029/2022, PARCELA 09 DE 12, CONF OFÍCIO Nº 12/2023/COPEI/PP/IFMS, PROC: 23347.011467.2022-83.;01;BOLSAS DE ESTUDO NO PAIS;1.400,00;itens_PP_158453264152023NE000017.json;2026-03-25 03:42:25
158453264152023NE000017;5;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL 029/2022, PARCELA 10 DE 12, CONF OFÍCIO Nº 15/2023/COPEI/PP/IFMS, PROC: 23347.011467.2022-83.;01;BOLSAS DE ESTUDO NO PAIS;1.400,00;itens_PP_158453264152023NE000017.json;2026-03-25 03:42:25
158453264152023NE000017;6;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL 029/2022, PARCELA 11DE 12, CONF OFÍCIO Nº 17/2023/COPEI/PP/IFMS, PROC: 23347.011467.2022-83.;01;BOLSAS DE ESTUDO NO PAIS;1.400,00;itens_PP_158453264152023NE000017.json;2026-03-25 03:42:25
158453264152023NE000017;1;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL 029/2022, PARCELA 06 DE 12, CONF OFÍCIO Nº 03/2023/COPEI/PP/IFMS, PROC: 23347.011467.2022-83.;01;BOLSAS DE ESTUDO NO PAIS;800,00;itens_PP_158453264152023NE000017.json;2026-03-25 03:42:25
158453264152023NE000017;7;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL 029/2022, PARCELA 12 DE 12, CONF OFÍCIO Nº 019/2023/COPEI/PP/IFMS, PROC: 23347.011467.2022-83.;01;BOLSAS DE ESTUDO NO PAIS;1.400,00;itens_PP_158453264152023NE000017.json;2026-03-25 03:42:25
158453264152023NE000017;3;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL 029/2022, PARCELA 08 DE 12, CONF OFÍCIO Nº 10/2023/COPEI/PP/IFMS, PROC: 23347.011467.2022-83.;01;BOLSAS DE ESTUDO NO PAIS;1.400,00;itens_PP_158453264152023NE000017.json;2026-03-25 03:42:25
158453264152023NE000017;2;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL 029/2022, PARCELA 07 DE 12, CONF OFÍCIO Nº 05/2023/COPEI/PP/IFMS, PROC: 23347.011467.2022-83.;01;BOLSAS DE ESTUDO NO PAIS;2.000,00;itens_PP_158453264152023NE000017.json;2026-03-25 03:42:25
